id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
CLI008552,Elcy,González,CE,6537110460,1953-11-29,2024-09-25,BASICO,451,Medellín,Valle del Cauca,ACTIVO,OFICINA
CLI008553,Juan,Quintero,CE,6308818834,1953-11-09,2022-06-22,ESTANDAR,579,Cartagena,Tolima,INACTIVO,CORRESPONSAL
CLI008554,José,Meza,CE,2773363369,1993-09-14,2025-12-09,BASICO,705,Cali,Bolívar,ACTIVO,CORRESPONSAL
CLI008555,Karen,Vera,CC,5602634156,1948-01-16,2020-10-10,ESTANDAR,543,Ibagué,Tolima,INACTIVO,OFICINA
CLI008556,Andrés,Bravo,CC,344777900,1957-11-01,2025-02-21,BASICO,402,Cali,Cundinamarca,ACTIVO,APP
CLI008557,Roberto,Gómez,TI,8614417252,1953-09-08,2018-09-30,ESTANDAR,601,Cali,Meta,ACTIVO,APP
CLI008558,Heidy,Montenegro,TI,8953971950,1946-05-06,2017-03-16,BASICO,742,Cartagena,Cundinamarca,INACTIVO,CORRESPONSAL
CLI008559,Gladys,Serna,TI,413917505,1962-09-05,2024-07-10,BASICO,831,Bogotá,Meta,INACTIVO,Pagina WEB
CLI008560,Luz,Meneses,TI,6120752702,1946-12-21,2025-02-09,PREMIUM,831,Fusagasugá,Meta,INACTIVO,Pagina WEB
CLI008561,Ana,Arias,CC,9233484709,1962-04-07,2019-02-04,BASICO,828,Barranquilla,Bolívar,INACTIVO,OFICINA
CLI008562,Antonio,Vargas,CC,5729260534,1950-06-01,2022-07-20,PREMIUM,904,Cartagena,Cundinamarca,INACTIVO,CORRESPONSAL
CLI008563,Luisa,Ortega,CE,852499110,1965-07-27,2026-02-02,ELITE,583,Armenia,Quindío,INACTIVO,APP
CLI008564,Felipe,Gómez,CE,6843127054,1970-08-10,2023-08-20,PREMIUM,832,Barranquilla,Atlántico,ACTIVO,APP
CLI008565,Claudia,Gómez,TI,70990442,1945-09-19,2021-03-22,PREMIUM,915,Bogotá,Cundinamarca,INACTIVO,OFICINA
CLI008566,María,Álvarez,CC,160748834,1979-03-25,2019-02-10,PREMIUM,537,Cali,Tolima,INACTIVO,Pagina WEB
CLI008567,Juan,Méndez,CE,3102222634,1952-07-18,2019-07-01,PREMIUM,331,Armenia,Valle del Cauca,INACTIVO,OFICINA
CLI008568,Adolfo,Ruiz,CE,9556719844,1973-12-09,2017-01-07,ESTANDAR,332,Ibagué,Meta,ACTIVO,CORRESPONSAL
CLI008569,Marina,Moreno,CE,4077472749,1980-09-07,2026-04-05,ESTANDAR,464,Ibagué,Atlántico,INACTIVO,APP
CLI008570,Isabel,Arenas,CE,7805146609,1946-10-09,2020-04-15,PREMIUM,530,Armenia,Meta,INACTIVO,OFICINA
CLI008571,Marcela,Saavedra,TI,3256308895,1969-04-04,2025-07-23,BASICO,305,Ibagué,Quindío,ACTIVO,CORRESPONSAL
CLI008572,Janneth,Monroy,TI,3181206600,2007-05-29,2022-11-28,PREMIUM,916,Barranquilla,Cundinamarca,INACTIVO,APP
CLI008573,Leandro,Rangel,CC,7016506183,2008-05-03,2026-05-20,PREMIUM,752,Armenia,Valle del Cauca,ACTIVO,APP
CLI008574,Joaquín,Arboleda,CE,8124354845,1989-08-11,2020-11-08,ESTANDAR,741,Bogotá,Cundinamarca,ACTIVO,Pagina WEB
CLI008575,Sebastián,Torres,CC,5209552731,2004-11-23,2018-12-13,ELITE,910,Armenia,Cundinamarca,INACTIVO,Pagina WEB
CLI008576,Libia,Ramírez,CC,7371613704,1980-10-29,2020-07-04,ELITE,779,Armenia,San Andrés y Providencia,ACTIVO,Pagina WEB
CLI008577,Diana,Soto,TI,9894059267,2004-03-01,2020-08-17,ELITE,849,Fusagasugá,Cundinamarca,INACTIVO,Pagina WEB
CLI008578,Paola,Guerrero,CE,7861972639,2000-02-01,2022-09-02,ESTANDAR,690,Ibagué,Bolívar,INACTIVO,CORRESPONSAL
CLI008579,Yéssica,Valencia,TI,7281377401,1977-12-04,2018-12-31,ESTANDAR,545,Fusagasugá,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI008580,Paola,Mosquera,TI,7890588486,1997-06-30,2020-05-09,PREMIUM,942,Ibagué,Bolívar,ACTIVO,CORRESPONSAL
CLI008581,Jhon,Guevara,TI,8260133032,1965-03-10,2023-06-26,PREMIUM,630,Bogotá,Valle del Cauca,INACTIVO,CORRESPONSAL
CLI008582,Jacqueline,Padilla,TI,634187587,1957-08-05,2019-02-24,BASICO,713,Ibagué,Atlántico,ACTIVO,Pagina WEB
CLI008583,Nicolás,Torres,CE,8805219454,1968-09-14,2021-08-24,ESTANDAR,949,Cali,Antioquia,ACTIVO,CORRESPONSAL
CLI008584,Shirley,Ortiz,CC,215680177,1985-01-02,2019-01-04,BASICO,335,Bogotá,San Andrés y Providencia,ACTIVO,APP
CLI008585,Blanca,Ramírez,CC,4206419866,1999-09-03,2024-11-23,PREMIUM,873,Ibagué,Cundinamarca,ACTIVO,Pagina WEB
CLI008586,Eduardo,Méndez,TI,6530220520,1973-04-15,2019-08-18,BASICO,697,Cartagena,San Andrés y Providencia,ACTIVO,OFICINA
CLI008587,Luis,Meneses,CC,2376976095,1957-05-06,2026-07-07,BASICO,632,Cali,Bolívar,INACTIVO,Pagina WEB
CLI008588,Manuel,Guerrero,TI,116085913,1999-01-20,2025-05-14,PREMIUM,316,Ibagué,Cundinamarca,ACTIVO,CORRESPONSAL
CLI008589,Rosa,Hoyos,CC,6887230299,2004-11-08,2017-03-24,ESTANDAR,804,Villavicencio,Bolívar,INACTIVO,APP
CLI008590,Tatiana,Salgado,CE,7759746597,1954-02-18,2017-05-28,PREMIUM,437,Ibagué,Cundinamarca,INACTIVO,CORRESPONSAL
CLI008591,César,González,TI,1533906642,1987-12-25,2017-03-25,ESTANDAR,359,Barranquilla,Atlántico,ACTIVO,APP
CLI008592,Jesús,Rodríguez,CE,352810973,1991-11-02,2018-11-15,ELITE,777,San Andrés,San Andrés y Providencia,ACTIVO,Pagina WEB
CLI008593,Héctor,Cárdenas,TI,8869335643,2000-04-14,2024-11-04,ELITE,673,Ibagué,Bolívar,ACTIVO,CORRESPONSAL
CLI008594,Marlene,Sánchez,CE,8640770634,2002-11-13,2017-08-20,ELITE,886,Cartagena,Valle del Cauca,ACTIVO,Pagina WEB
CLI008595,Fabián,Bedoya,TI,1383335991,1982-11-09,2019-08-02,PREMIUM,730,Bogotá,San Andrés y Providencia,ACTIVO,Pagina WEB
CLI008596,Claudia,Morales,CE,4770367444,1973-02-22,2021-03-08,ESTANDAR,397,Armenia,Meta,ACTIVO,OFICINA
CLI008597,Claudia,Velandia,CC,8275054892,1972-06-06,2020-05-09,PREMIUM,556,Bogotá,Meta,ACTIVO,APP
CLI008598,Alirio,Pedraza,TI,3187437949,1998-08-05,2021-07-19,BASICO,490,Cartagena,Valle del Cauca,INACTIVO,APP
CLI008599,David,Rivera,TI,4174467727,1995-07-23,2023-01-30,ELITE,308,Armenia,Meta,ACTIVO,CORRESPONSAL
CLI008600,Yuli,Granados,TI,7230909857,2006-10-02,2019-12-25,ESTANDAR,443,Cartagena,Valle del Cauca,INACTIVO,OFICINA
CLI008601,Agustín,Montoya,CC,9908855784,1968-06-26,2023-03-24,BASICO,684,Cartagena,Meta,ACTIVO,Pagina WEB
CLI008602,Eduardo,López,CC,2836401406,1971-07-05,2024-05-26,ESTANDAR,326,Cartagena,Meta,INACTIVO,APP
CLI008603,Marcela,Muñoz,CE,6106518406,1958-12-30,2026-01-08,ESTANDAR,416,Cartagena,Antioquia,ACTIVO,APP
CLI008604,Alfonso,Cardozo,CC,4538959056,2008-03-30,2024-06-20,ESTANDAR,565,Bogotá,Cundinamarca,INACTIVO,OFICINA
CLI008605,Angélica,Forero,CE,5527221070,1996-10-13,2023-08-26,PREMIUM,724,Ibagué,Quindío,ACTIVO,OFICINA
CLI008606,Yuri,Álvarez,CE,3411667474,2004-01-14,2023-03-03,PREMIUM,830,Armenia,Cundinamarca,ACTIVO,Pagina WEB
CLI008607,Andrés,Rodríguez,CC,4474057580,1987-06-23,2016-10-15,ESTANDAR,546,Bogotá,Tolima,ACTIVO,OFICINA
CLI008608,Andrea,López,CC,6011095238,1991-06-24,2022-07-24,BASICO,529,Cartagena,Valle del Cauca,INACTIVO,CORRESPONSAL
CLI008609,Uriel,Ríos,CC,3512982344,1960-01-09,2025-03-11,ELITE,422,Fusagasugá,Bolívar,INACTIVO,CORRESPONSAL
CLI008610,Julián,Romero,CC,661609636,1993-02-01,2025-04-18,ELITE,526,Bogotá,Valle del Cauca,ACTIVO,Pagina WEB
CLI008611,Eduardo,Ríos,CC,4388047077,1986-09-02,2019-06-07,PREMIUM,896,Medellín,Antioquia,ACTIVO,Pagina WEB
CLI008612,Bibiana,Velásquez,CC,1140468865,1961-10-13,2021-12-14,BASICO,535,Ibagué,San Andrés y Providencia,INACTIVO,CORRESPONSAL
CLI008613,Wilson,Mantilla,CE,7057917075,2004-06-10,2018-11-06,PREMIUM,677,San Andrés,Meta,ACTIVO,Pagina WEB
CLI008614,Pedro,Pineda,CC,8837645985,1980-08-05,2020-07-30,BASICO,497,Cartagena,Atlántico,INACTIVO,CORRESPONSAL
CLI008615,Yuly,Castro,TI,7644444434,1958-10-30,2017-07-09,ELITE,597,Fusagasugá,Antioquia,INACTIVO,APP
CLI008616,Jorge,Ramírez,TI,2731349757,2005-02-23,2018-07-29,ELITE,456,Ibagué,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI008617,Fabio,Carvajal,TI,9978950580,1995-03-21,2024-08-02,BASICO,350,Bogotá,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI008618,Luz,Reyes,CE,9882241488,1964-08-07,2019-06-30,ESTANDAR,564,Ibagué,Antioquia,INACTIVO,CORRESPONSAL
CLI008619,Lucía,Vega,CE,1178216965,1999-10-21,2020-02-29,PREMIUM,455,Armenia,Antioquia,INACTIVO,CORRESPONSAL
CLI008620,Elver,Reyes,TI,3040627909,1997-06-04,2022-09-20,ESTANDAR,346,Villavicencio,San Andrés y Providencia,ACTIVO,Pagina WEB
CLI008621,Yulieth,Correa,CC,7125323072,1974-08-26,2026-04-10,BASICO,643,Bogotá,Tolima,ACTIVO,Pagina WEB
CLI008622,Juan,Palacio,CC,3519642854,1971-11-07,2018-09-30,BASICO,649,Villavicencio,Cundinamarca,INACTIVO,OFICINA
CLI008623,Sofía,Salazar,CC,2357546008,1951-12-08,2019-11-27,BASICO,431,Bogotá,Valle del Cauca,ACTIVO,APP
CLI008624,Esmeralda,Hernández,TI,2905548982,2004-06-17,2023-05-01,BASICO,911,Medellín,Cundinamarca,ACTIVO,Pagina WEB
CLI008625,Germán,Pardo,CE,8056541950,1976-11-19,2019-09-16,BASICO,941,Fusagasugá,Tolima,ACTIVO,CORRESPONSAL
CLI008626,Antonio,Rodríguez,TI,5082521464,1960-03-01,2017-10-25,ESTANDAR,946,Villavicencio,San Andrés y Providencia,ACTIVO,APP
CLI008627,Lucía,Rodríguez,CC,5921993720,1979-11-29,2017-03-09,BASICO,369,San Andrés,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI008628,Sneider,Castro,CC,3384544515,1991-03-01,2017-04-08,ELITE,734,Bogotá,Atlántico,INACTIVO,OFICINA
CLI008629,Sebastián,López,CC,1406836067,1990-03-17,2017-07-24,PREMIUM,812,Bogotá,Meta,INACTIVO,Pagina WEB
CLI008630,Ana,Marín,TI,7897413545,1981-09-23,2020-12-28,PREMIUM,317,Armenia,San Andrés y Providencia,ACTIVO,APP
CLI008631,Margarita,Rodríguez,CE,8384606499,1988-01-09,2017-03-06,PREMIUM,374,Barranquilla,Valle del Cauca,ACTIVO,OFICINA
CLI008632,Jairo,Castro,CE,6850292235,1979-06-10,2026-07-09,ESTANDAR,750,Villavicencio,Cundinamarca,INACTIVO,CORRESPONSAL
CLI008633,Luis,Bermúdez,TI,3963071530,1959-09-20,2018-07-31,BASICO,526,Bogotá,Antioquia,INACTIVO,Pagina WEB
CLI008634,Carmen,Marín,CE,5860270746,1995-04-18,2025-10-06,ESTANDAR,472,Armenia,Atlántico,ACTIVO,CORRESPONSAL
CLI008635,Andrés,Henao,TI,693064720,1946-09-14,2017-08-23,ESTANDAR,475,Barranquilla,Antioquia,INACTIVO,CORRESPONSAL
CLI008636,Alonso,Pérez,TI,1774409173,1956-05-26,2020-01-28,PREMIUM,774,Fusagasugá,Quindío,ACTIVO,APP
CLI008637,Alexander,Villa,CE,6950691686,1996-09-27,2018-07-28,PREMIUM,876,Fusagasugá,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI008638,Jesús,Forero,CC,747372489,1998-11-21,2018-12-18,ELITE,504,Fusagasugá,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI008639,Emiro,Vásquez,TI,9243848946,2005-05-15,2025-12-25,BASICO,743,Ibagué,Meta,ACTIVO,APP
CLI008640,Eduard,Páez,CE,9695275804,1975-12-31,2020-11-24,PREMIUM,875,Cartagena,Cundinamarca,ACTIVO,CORRESPONSAL
CLI008641,Estela,Pineda,CE,6530356449,1970-06-20,2020-04-11,PREMIUM,616,Ibagué,Cundinamarca,ACTIVO,Pagina WEB
CLI008642,Yaneth,Gaviria,CE,5272453973,1989-11-30,2021-02-21,ELITE,500,Fusagasugá,San Andrés y Providencia,INACTIVO,OFICINA
CLI008643,Patricia,Bolaños,CE,1690645838,1998-11-25,2026-04-16,PREMIUM,624,San Andrés,Tolima,ACTIVO,CORRESPONSAL
CLI008644,Eduardo,Sánchez,CE,7652412471,1982-07-18,2019-03-28,ELITE,847,Barranquilla,Cundinamarca,ACTIVO,OFICINA
CLI008645,Fernanda,Córdoba,CE,4165217251,1964-10-28,2024-10-19,BASICO,827,Ibagué,Atlántico,INACTIVO,Pagina WEB
CLI008646,Diego,Muñoz,CC,380489112,1978-12-12,2018-03-05,ESTANDAR,925,Cali,Antioquia,ACTIVO,OFICINA
CLI008647,Hugo,Sarmiento,TI,1798323473,1990-07-22,2026-06-06,BASICO,760,Medellín,San Andrés y Providencia,ACTIVO,OFICINA
CLI008648,Dario,Galvis,CE,3399769052,1960-05-03,2018-03-13,ELITE,744,Cali,Cundinamarca,ACTIVO,OFICINA
CLI008649,Albeiro,Gonzáles,TI,1902347767,1968-06-04,2021-01-13,ESTANDAR,734,Villavicencio,Bolívar,INACTIVO,CORRESPONSAL
CLI008650,Alexis,Medina,TI,9594565379,1948-02-23,2019-09-05,ESTANDAR,311,Cartagena,Cundinamarca,INACTIVO,OFICINA
CLI008651,Dario,Fernández,TI,7870837341,1975-12-24,2026-07-06,BASICO,636,Cali,Cundinamarca,ACTIVO,Pagina WEB
CLI008652,Reinel,Ballesteros,TI,1156444582,1976-08-25,2022-01-18,BASICO,758,Villavicencio,Quindío,INACTIVO,CORRESPONSAL
CLI008653,Héctor,Arévalo,TI,8342628746,1953-08-06,2024-11-27,ELITE,511,Cali,Meta,ACTIVO,CORRESPONSAL
CLI008654,Laura,Garzón,CC,2743650569,1949-12-15,2022-08-22,BASICO,332,Ibagué,Meta,INACTIVO,Pagina WEB
CLI008655,Juan,Castañeda,TI,2413135393,1991-09-15,2020-06-07,ELITE,597,Barranquilla,Cundinamarca,INACTIVO,Pagina WEB
CLI008656,Alexander,Castañeda,CE,4996764862,1963-11-14,2019-05-12,PREMIUM,369,Bogotá,San Andrés y Providencia,INACTIVO,OFICINA
CLI008657,Álvaro,Aguirre,CC,674274279,1959-01-16,2023-07-05,ESTANDAR,862,Cali,Quindío,ACTIVO,Pagina WEB
CLI008658,Alonso,Rivera,CE,8548786061,1959-09-09,2025-06-06,ELITE,338,Armenia,San Andrés y Providencia,INACTIVO,OFICINA
CLI008659,Yaneth,Olaya,CC,362167345,1959-02-23,2018-04-14,ELITE,369,Cali,Valle del Cauca,INACTIVO,Pagina WEB
CLI008660,Angie,Giraldo,CE,4471887181,1989-09-12,2026-05-13,PREMIUM,709,Cartagena,San Andrés y Providencia,INACTIVO,OFICINA
CLI008661,Sara,Zapata,CC,5581618459,1966-12-10,2023-09-24,ELITE,831,Ibagué,Cundinamarca,ACTIVO,Pagina WEB
CLI008662,Patricia,Arias,CC,1435139782,1989-02-27,2025-10-04,ELITE,548,Cali,Bolívar,ACTIVO,OFICINA
CLI008663,Iván,Delgado,CE,4433127378,1974-11-29,2026-01-02,PREMIUM,721,Cali,Tolima,INACTIVO,Pagina WEB
CLI008664,Óscar,Guerra,TI,2763022644,1957-03-01,2016-12-21,ESTANDAR,304,Barranquilla,San Andrés y Providencia,INACTIVO,CORRESPONSAL
CLI008665,María,Granados,CC,155246678,1967-12-20,2026-05-16,BASICO,330,Fusagasugá,Quindío,ACTIVO,APP
CLI008666,Néstor,Muñoz,CE,6347483602,2005-05-08,2020-01-28,ESTANDAR,481,Medellín,Atlántico,INACTIVO,Pagina WEB
CLI008667,Rafael,Gómez,CE,7617346193,1956-06-19,2022-09-05,ESTANDAR,556,Medellín,Meta,ACTIVO,OFICINA
CLI008668,Luz,Ordóñez,TI,9275486136,1969-12-02,2026-02-02,ESTANDAR,778,Cartagena,Bolívar,INACTIVO,Pagina WEB
CLI008669,Fernando,Londoño,CE,1654179071,1961-11-10,2024-04-01,ELITE,543,Medellín,Atlántico,INACTIVO,CORRESPONSAL
CLI008670,Yolanda,Padilla,TI,8904959737,1962-03-13,2016-10-24,BASICO,375,Cali,Antioquia,ACTIVO,APP
CLI008671,Yazmín,González,TI,8290341003,2007-03-18,2016-08-02,ELITE,601,Medellín,Bolívar,INACTIVO,OFICINA
CLI008672,Marina,Silva,CC,7035005111,1998-09-28,2021-09-30,BASICO,397,Ibagué,Atlántico,ACTIVO,APP
CLI008673,Danna,López,CE,6236677454,1990-02-26,2023-01-08,PREMIUM,557,Armenia,Tolima,ACTIVO,OFICINA
CLI008674,Andrés,Murillo,TI,3696473035,1995-02-02,2022-07-21,PREMIUM,343,Fusagasugá,San Andrés y Providencia,INACTIVO,OFICINA
CLI008675,Wilmar,Pacheco,TI,7991096268,1968-09-15,2017-11-15,PREMIUM,458,Ibagué,Meta,INACTIVO,OFICINA
CLI008676,Elvia,Romero,CC,1591565309,1973-01-23,2021-07-02,ELITE,823,Barranquilla,Cundinamarca,ACTIVO,CORRESPONSAL
CLI008677,Alexander,Toro,TI,5007619381,1970-08-26,2018-03-09,PREMIUM,538,San Andrés,Atlántico,INACTIVO,OFICINA
CLI008678,Yeimy,Vélez,CC,6720581201,1979-03-23,2017-01-09,BASICO,695,Fusagasugá,Valle del Cauca,ACTIVO,APP
CLI008679,Manuel,Franco,TI,8133373307,1991-08-30,2024-03-05,BASICO,490,Barranquilla,Meta,ACTIVO,APP
CLI008680,Octavio,Pérez,TI,8249293358,1977-06-26,2017-01-06,ESTANDAR,507,Cali,Atlántico,ACTIVO,Pagina WEB
CLI008681,Laura,Pabón,TI,597793029,2007-06-29,2019-01-04,ESTANDAR,918,San Andrés,Bolívar,ACTIVO,APP
CLI008682,Clara,Vallejo,TI,3188489588,1963-10-30,2023-08-19,BASICO,329,Bogotá,Atlántico,ACTIVO,Pagina WEB
CLI008683,Augusto,Rueda,CE,1837204920,1974-09-15,2022-08-06,PREMIUM,603,Ibagué,Cundinamarca,INACTIVO,OFICINA
CLI008684,Johan,Cabrera,CE,2639519125,2000-04-28,2026-04-30,ELITE,747,Armenia,Cundinamarca,ACTIVO,Pagina WEB
CLI008685,Carlos,Padilla,CC,7019771386,1970-05-25,2019-06-01,ELITE,740,Medellín,San Andrés y Providencia,INACTIVO,OFICINA
CLI008686,Juan,Vásquez,CE,8190196867,1979-06-04,2022-11-07,BASICO,692,Ibagué,San Andrés y Providencia,INACTIVO,APP
CLI008687,Cecilia,Medina,CE,9870654156,1991-12-04,2025-08-14,BASICO,524,Cartagena,San Andrés y Providencia,ACTIVO,OFICINA
CLI008688,Marcela,Morales,CE,8891500411,1954-04-18,2025-04-15,ESTANDAR,454,Villavicencio,Cundinamarca,ACTIVO,CORRESPONSAL
CLI008689,Reinaldo,Rodríguez,TI,3256394687,1984-05-29,2025-05-21,ELITE,555,Armenia,Cundinamarca,ACTIVO,OFICINA
CLI008690,Jaime,Suárez,CC,3674676074,1953-07-06,2021-08-03,BASICO,938,Cali,Tolima,INACTIVO,APP
CLI008691,Edith,Sánchez,CE,2770455957,1978-11-12,2021-02-04,BASICO,713,Ibagué,Atlántico,INACTIVO,APP
CLI008692,John,Méndez,CE,6703367249,2005-06-05,2022-07-20,BASICO,554,Ibagué,Bolívar,INACTIVO,APP
CLI008693,Andrés,Rodríguez,TI,8953820198,1945-09-13,2025-04-21,ESTANDAR,473,Medellín,Bolívar,ACTIVO,Pagina WEB
CLI008694,Consuelo,Ochoa,CC,9089025244,1950-03-24,2025-10-01,ELITE,618,Cartagena,Bolívar,ACTIVO,CORRESPONSAL
CLI008695,Katherin,González,CC,6009470336,1990-03-20,2023-09-16,PREMIUM,831,Bogotá,Cundinamarca,ACTIVO,OFICINA
CLI008696,Milena,Vergara,CC,952033690,1970-02-06,2021-01-13,ESTANDAR,855,Bogotá,Quindío,ACTIVO,OFICINA
CLI008697,Erick,Jaramillo,TI,4888358660,1994-12-10,2024-07-16,PREMIUM,860,Bogotá,Antioquia,ACTIVO,OFICINA
CLI008698,Julia,Oviedo,CE,3554912013,1985-10-14,2017-05-16,PREMIUM,912,Cali,Meta,INACTIVO,CORRESPONSAL
CLI008699,Luis,Gutiérrez,CC,4700789734,1947-01-03,2026-02-05,BASICO,398,Fusagasugá,Quindío,INACTIVO,OFICINA
CLI008700,Darwin,Martínez,CC,8490018839,1989-08-08,2024-10-07,BASICO,369,Fusagasugá,Atlántico,INACTIVO,Pagina WEB
CLI008701,María,Osorio,CC,4826904671,2007-02-19,2019-09-06,ELITE,946,Ibagué,Quindío,ACTIVO,APP
CLI008702,Margarita,Gutiérrez,CC,1444710680,1977-09-11,2021-10-15,BASICO,785,Ibagué,San Andrés y Providencia,ACTIVO,APP
CLI008703,Eugenia,Andrade,CC,6991233231,1965-01-12,2020-04-28,BASICO,935,Medellín,Valle del Cauca,ACTIVO,Pagina WEB
CLI008704,Daniela,Giraldo,CE,6839420472,1986-04-20,2024-04-23,ELITE,406,Fusagasugá,Valle del Cauca,INACTIVO,CORRESPONSAL
CLI008705,Milena,Carvajal,TI,2068710421,1958-07-18,2019-01-09,PREMIUM,890,Villavicencio,Valle del Cauca,INACTIVO,CORRESPONSAL
CLI008706,Claudia,Flórez,CC,3369753708,1952-02-16,2025-12-01,BASICO,668,Fusagasugá,San Andrés y Providencia,ACTIVO,OFICINA
CLI008707,César,Erazo,CC,3229496744,1984-10-02,2018-08-17,PREMIUM,419,Armenia,Valle del Cauca,INACTIVO,Pagina WEB
CLI008708,Javier,Jiménez,CE,4609598535,2001-12-23,2023-03-11,PREMIUM,700,Armenia,Antioquia,INACTIVO,CORRESPONSAL
CLI008709,José,Moreno,CE,7483349647,1950-12-29,2025-06-10,ELITE,882,Villavicencio,Tolima,ACTIVO,APP
CLI008710,Yuliana,Martínez,CC,1206197894,2004-08-23,2024-05-13,BASICO,919,Villavicencio,Cundinamarca,ACTIVO,Pagina WEB
CLI008711,Fernanda,Luna,TI,3825977643,1965-03-05,2016-10-11,ELITE,692,Fusagasugá,Bolívar,INACTIVO,Pagina WEB
CLI008712,Arturo,García,CC,7905633532,1970-03-13,2018-03-27,PREMIUM,505,Armenia,San Andrés y Providencia,INACTIVO,CORRESPONSAL
CLI008713,Juan,Ortiz,CC,8346612462,1949-03-05,2016-11-05,ELITE,451,Medellín,Tolima,INACTIVO,CORRESPONSAL
CLI008714,Luisa,Córdoba,CE,7779607436,2008-07-10,2022-08-08,PREMIUM,520,Medellín,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI008715,Manuela,González,CE,5246274901,1950-07-02,2023-08-01,ELITE,408,Barranquilla,Valle del Cauca,INACTIVO,CORRESPONSAL
CLI008716,Antonio,Reyes,CE,8198914976,1950-10-26,2024-12-06,ESTANDAR,468,Armenia,Meta,ACTIVO,APP
CLI008717,Isabel,Duque,CC,6063151337,1946-06-10,2026-02-22,BASICO,677,Cali,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI008718,Lucía,Ortega,CC,8031316817,1965-06-14,2017-10-02,BASICO,615,Bogotá,Valle del Cauca,INACTIVO,Pagina WEB
CLI008719,Carmenza,Duque,TI,9512568082,1950-04-10,2017-10-14,ELITE,881,San Andrés,San Andrés y Providencia,INACTIVO,APP
CLI008720,Jimmy,Gutiérrez,CE,6967290370,1951-05-11,2021-01-21,PREMIUM,542,Armenia,Valle del Cauca,ACTIVO,Pagina WEB
CLI008721,Marina,Beltrán,CE,1402196512,1966-03-15,2019-06-01,BASICO,631,Ibagué,Meta,ACTIVO,CORRESPONSAL
CLI008722,Ana,Valencia,CC,4693744655,1971-06-23,2021-05-13,BASICO,852,Ibagué,Valle del Cauca,ACTIVO,Pagina WEB
CLI008723,Nicolás,Guerrero,CE,7891178015,1986-08-01,2024-03-23,PREMIUM,473,San Andrés,Cundinamarca,INACTIVO,Pagina WEB
CLI008724,Daniel,Bonilla,CE,3518839335,1999-05-20,2025-09-10,BASICO,469,Bogotá,Quindío,ACTIVO,Pagina WEB
CLI008725,Juan,García,CC,6503247430,1981-01-12,2019-09-26,BASICO,785,San Andrés,Tolima,INACTIVO,OFICINA
CLI008726,Marcela,Ruiz,CC,1653301651,1947-06-30,2022-06-21,BASICO,764,Armenia,Quindío,INACTIVO,CORRESPONSAL
CLI008727,Arturo,Quintero,CC,9537723625,2004-01-03,2024-11-28,ESTANDAR,691,Fusagasugá,Quindío,ACTIVO,CORRESPONSAL
CLI008728,Alejandro,Peña,CE,8873863153,1997-08-15,2025-01-15,PREMIUM,644,Villavicencio,Valle del Cauca,INACTIVO,Pagina WEB
CLI008729,Steven,Vásquez,CC,1843589567,1974-06-17,2018-02-06,ESTANDAR,579,Villavicencio,Bolívar,ACTIVO,APP
CLI008730,Catalina,Torres,CC,1277790074,1956-09-14,2023-01-25,PREMIUM,627,Medellín,Valle del Cauca,INACTIVO,CORRESPONSAL
CLI008731,Mauricio,Toro,TI,5859992327,1949-02-13,2025-05-03,PREMIUM,457,Ibagué,Atlántico,ACTIVO,APP
CLI008732,Estefanía,Duque,CC,1410445375,1983-04-07,2016-12-22,ELITE,838,Cartagena,Cundinamarca,ACTIVO,Pagina WEB
CLI008733,Elisa,Rivera,CC,4466163655,1964-01-03,2024-07-08,ESTANDAR,937,Villavicencio,Bolívar,INACTIVO,Pagina WEB
CLI008734,Luz,Gamboa,CC,9849523136,1982-04-09,2020-05-04,PREMIUM,641,Villavicencio,Tolima,INACTIVO,OFICINA
CLI008735,Enrique,Hernández,CC,6717720634,1973-03-19,2023-08-11,PREMIUM,333,Cali,Bolívar,INACTIVO,OFICINA
CLI008736,Jairo,Ardila,CE,8118729234,1960-03-27,2021-01-30,ELITE,897,Barranquilla,Atlántico,INACTIVO,Pagina WEB
CLI008737,Steven,Rivera,TI,6614049432,1999-02-24,2018-03-27,PREMIUM,917,Bogotá,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI008738,Roberto,Gutiérrez,CC,5019726409,2002-11-26,2023-04-20,ESTANDAR,851,Armenia,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI008739,Luis,González,CC,1429524266,1948-06-16,2022-06-08,BASICO,881,Cartagena,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI008740,Benjamín,Rodríguez,CC,9255184242,1959-10-15,2017-05-27,ESTANDAR,344,Bogotá,Antioquia,ACTIVO,Pagina WEB
